,Hotel_Name,Price,Primary_Rating,Location_Rating,Cleanliness_Rating,Service_Rating,Value_Rating,Num_Reviews,Address,Amenities
654,Ny City Stay Upper East Side - Condominium Reviews (New York City) - Tripadvisor,0,0,,,,,0,"162 E 82nd St, New York City, NY 10028-1826","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet']"
655,Collective Governors Island - Prices & Campground Reviews (New York City) - Tripadvisor,0,4.0,5,4.5,4,4,197,"Craig Road North Slip 7, New York City, NY 11231","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Bar / lounge', 'Restaurant', 'Bicycle rental', 'Children Activities (Kid / Family Friendly)', 'Outdoor fireplace', 'Internet']"
656,Hotel Deauville - Prices & Reviews (New York City) - Tripadvisor,0,4.0,4.5,4,4,4,667,"103 E 29th St, New York City, NY 10016-8001","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet', 'Non-smoking hotel']"
657,5Th Avenue Suites - New York - Condominium Reviews (New York City) - Tripadvisor,0,2.0,4.5,2,2,2.5,16,"19 W 55th St, New York City, NY 10019-4907","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet', 'Non-smoking hotel']"
658,Times Square Towers - Condominium Reviews (New York City) - Tripadvisor,0,3.0,4,4,3,3,13,"70 West 45th Street, Times Square, New York City, NY 10019",[]
659,Aka Sutton Place - Updated 2020 Prices & Condominium Reviews (New York City) - Tripadvisor,0,4.5,4.5,4.5,4.5,4.5,67,"330 E 56th St, New York City, NY 10022-4281","['Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Pool', 'Bar / lounge', 'Business Center with Internet Access', 'Concierge', 'Non-smoking hotel', 'Dry cleaning', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Indoor pool', 'Laundry service', 'Self-serve laundry']"
660,Riff Downtown - Hotel Reviews (New York City) - Tripadvisor,0,3.0,4,3.5,3,3.5,118,"102 Greenwich St, New York City, NY 10006-1801","['Free High Speed Internet (WiFi)', 'Free internet', 'Table tennis', 'Business Center with Internet Access', 'Baggage storage', 'Concierge', 'Non-smoking hotel', '24-hour front desk', 'Wifi', 'Public wifi', 'Internet', 'Sun terrace']"
661,Budget Stay In Williamsburg - Prices & Hostel Reviews (New York City) - Tripadvisor,0,0,,,,,0,"24 Havemeyer St Apt 3B, New York City, NY 11211-2878",[]
662,Churchill At 15 Park Row - Condominium Reviews (New York City) - Tripadvisor,0,3.0,,,,,1,"15 Park Row, New York City, NY 10038-2301","['Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel']"
663,Avenue Suites - Condominium Reviews (New York City) - Tripadvisor,0,2.0,3,1,5,2,1,"16 W 27th St, New York City, NY 10001-7959",[]
664,Upper Yorkville Suites - Prices & B&B Reviews (New York City) - Tripadvisor,0,4.0,3.5,5,4.5,4.5,56,"1876 3rd Ave, New York City, NY 10029-5419","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Non-smoking hotel', 'Laundry service']"
665,"The Draper, Ascend Hotel Collection - Prices & Reviews (New York City) - Tripadvisor",0,0,,,,,0,"46 W 37th St, New York City, NY 10018-7485",[]
666,The Mave Hotel - Prices & Boutique Hotel Reviews (New York City) - Tripadvisor,0,4.0,4.5,4.5,4,4,960,"62 Madison Ave At 27th Street, New York City, NY 10016-8704","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Coffee shop', 'Bicycle rental', 'Taxi service', 'Baggage storage', 'Non-smoking hotel', '24-hour front desk', 'Valet parking', 'Parking garage', 'Parking', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Breakfast available', 'ATM on site', 'Express check-in / check-out']"
667,The Townhouse Inn Of Chelsea - Prices & B&B Reviews (New York City) - Tripadvisor,0,4.5,4.5,4.5,4.5,4.5,443,"131 W 23rd St, New York City, NY 10011-2431","['Free High Speed Internet (WiFi)', 'Free internet', 'Free breakfast', 'Breakfast available', 'Fax / photocopying', 'Non-smoking hotel', 'Express check-in / check-out', 'Private check-in / check-out', 'Wifi', 'Public wifi', 'Internet']"
668,Mildred At The Park - Prices & Specialty Inn Reviews (New York City) - Tripadvisor,0,0,,,,,0,"69 W 119th St, New York City, NY 10026-1402","['Free High Speed Internet (WiFi)', 'Non-smoking hotel']"
669,Midtown East Residence By Globe Quarters - Condominium Reviews (New York City) - Tripadvisor,0,4.5,4.5,4.5,4.5,4.5,48,"310 E 55th St, New York City, NY 10022-8303","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet', 'Pets Allowed ( Dog / Pet Friendly )', 'Shuttle bus service', 'Non-smoking hotel']"
670,Sutton Court Hotel Residences - Updated 2020 Prices & Reviews (New York City) - Tripadvisor,0,4.5,4.5,4.5,4.5,4.5,78,"417 E 57th St, New York City, NY 10022-3018","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Fitness Center with Gym / Workout Room', 'Pets Allowed ( Dog / Pet Friendly )', 'Concierge', 'Non-smoking hotel', 'Self-serve laundry', 'Public wifi', 'Internet']"
671,The G Suites - Condominium Reviews (New York City) - Tripadvisor,0,2.0,2,2,1,1.5,2,"247 E 28th St, New York City, NY 10016-8508",[]
672,Private Rooms In Hamilton Heights - Prices & Lodging Reviews (New York City) - Tripadvisor,0,0,,,,,0,Not Found,[]
673,Manhattan Studio Apartments - Prices & Lodging Reviews (New York City) - Tripadvisor,0,3.0,4,3,3,,1,"31st Street & Broadway, New York City, NY 10001",[]
674,Gramercy Townhouse By Sudha - Prices & Villa Reviews (New York City) - Tripadvisor,0,5.0,5,5,5,4.5,38,"206 E 20th Street, New York City, NY 10003-1802","['Free High Speed Internet (WiFi)', 'Bar / lounge', 'Babysitting', 'Children Activities (Kid / Family Friendly)', 'Airport transportation', 'Baggage storage', 'Non-smoking hotel', 'Clothes dryer', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Self-serve laundry']"
675,Churchill Suites East Side - Condominium Reviews (New York City) - Tripadvisor,0,0,,,,,0,"360 E 65th St Located at The Easton, New York City, NY 10065-6712",['Non-smoking hotel']
676,Manhattan Guest Suites - Prices & Lodging Reviews (New York City) - Tripadvisor,0,5.0,,,,,1,"Fifth Avenue at West 121st Street, New York City, NY 10027",[]
677,La Semana Hotel - Prices & Reviews (New York City) - Tripadvisor,0,1.5,3.5,2,2,2,32,"25 W 24th St, New York City, NY 10010-3208","['Business Center with Internet Access', 'Concierge']"
678,Chelsea Art Suites - Hostel Reviews (New York City) - Tripadvisor,0,1.0,,,,,1,"239 W 14th St, New York City, NY 10011-7149","['Free High Speed Internet (WiFi)', 'Bar / lounge', 'Snack bar', 'Evening entertainment', 'Airport transportation', 'Concierge', 'Non-smoking hotel', 'Private check-in / check-out']"
679,Murray Hill East Suites - Prices & Condominium Reviews (New York City) - Tripadvisor,0,4.0,4.5,4,4,4,677,"149 E 39th St, New York City, NY 10016-0913","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Vending machine', 'Tennis court', 'Meeting rooms', 'Fax / photocopying', 'Baggage storage', 'Parking', 'Free internet', 'Wifi', 'Internet', 'Concierge', 'Newspaper', 'Non-smoking hotel', '24-hour front desk', 'Laundry service', 'Self-serve laundry', 'Ironing service']"
680,Global Luxury Suites At 300 East 39Th Street - Condominium Reviews (New York City) - Tripadvisor,0,0,,,,,0,"300 E 39th St Murray Hill, New York City, NY 10016-2140",[]
681,Macy Empire - Prices & Condominium Reviews (New York City) - Tripadvisor,0,2.5,1,1,,,4,"38 W 31st St, New York City, NY 10001-4403",[]
682,Hotel Alexander - Condominium Reviews (New York City) - Tripadvisor,0,3.5,4,3.5,3.5,3.5,356,"306 W 94th St, New York City, NY 10025-6828","['Street parking', 'Free High Speed Internet (WiFi)', 'Vending machine', 'Bicycle rental', 'Business Center with Internet Access', 'Fax / photocopying', 'Baggage storage', 'Non-smoking hotel', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Shared kitchen', 'Shared lounge / TV area', 'ATM on site', '24-hour front desk', 'Private check-in / check-out']"
683,Wingate By Wyndham Manhattan Midtown - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,0,4.0,4.5,4,4,4,2437,"235 W 35th St, New York City, NY 10001-1901","['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Free breakfast', 'Business Center with Internet Access', 'Meeting rooms', 'Baggage storage', 'Newspaper', 'Free internet', 'Wifi', 'Internet', 'Breakfast buffet', 'Vending machine', 'Fax / photocopying', 'Non-smoking hotel', 'Shared lounge / TV area', '24-hour front desk', 'Express check-in / check-out']"
684,Studio Apartments ,0,1.0,,,,,1,"38 W 31st St, New York City, NY 10001-4403",[]
685,Five Spot Loft - Hostel Reviews (New York City) - Tripadvisor,0,2.5,3.5,2,2,3,15,"459 Myrtle Ave, New York City, NY 11205-2413",[]
686,Riverside Terrace New York - Condominium Reviews (New York City) - Tripadvisor,0,3.5,4,3,3.5,3,12,"350 W 88th St, New York City, NY 10024-2206",[]
687,Oakwood Bridge Tower Place - Prices & Hotel Reviews (New York City) - Tripadvisor,0,0,,,,,0,"401 E 60th St, New York City, NY 10022-1555",['Laundry service']
688,The Pearl - Prices & Lodging Reviews (New York City) - Tripadvisor,0,0,,,,,0,"400 E 66th St, New York City, NY 10065-9314",[]
689,Tribeca Lofts - Lodging Reviews (New York City) - Tripadvisor,0,2.0,1,,,,5,"297 Church St, New York City, NY 10013-5716",[]
690,Olympia House - Condominium Reviews (New York City) - Tripadvisor,0,0,,,,,0,"279 E 44th St, New York City, NY 10017-4336",[]
691,Chelsea Mews Guest House - Prices & Reviews (New York City) - Tripadvisor,0,3.0,4.5,3,2.5,3.5,19,"344 W 15th St, New York City, NY 10011-5901","['Free High Speed Internet (WiFi)', 'Non-smoking hotel']"
692,Soul Food Mont Morris - Updated 2020 Prices & Inn Reviews (New York City) - Tripadvisor,0,4.5,4,4.5,4.5,4.5,638,"West 120th Street between Lenox and Fifth Avenues, New York City, NY 10027","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Non-smoking hotel']"
693,Westway Hotel Laguardia Airport - Hostel Reviews (New York City) - Tripadvisor,0,0,,,,,0,"7205 Astoria Blvd N, New York City, NY 11370-1046",[]
694,Waterview Apartment - New York - Condominium Reviews (New York City) - Tripadvisor,0,4.0,4,3,2.5,,2,"322 E 39th St, New York City, NY 10016-2211",[]
695,Chelsea Inn - 11Th Avenue - Hotel Reviews (New York City) - Tripadvisor,0,2.0,3,1.5,2.5,2.5,18,"184 11th Ave at 23rd Street, New York City, NY 10011-1006","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet']"
696,Springhill Suites New York Midtown Manhattan/Park Avenue - Prices & Hotel Reviews (New York City) - Tripadvisor,0,0,,,,,0,"111 E 24th St, New York City, NY 10010-2907","['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Free breakfast', 'Bowling', 'Golf course', 'Kids stay free', 'Babysitting', 'Free internet', 'Wifi', 'Public wifi', 'Free wifi in the business center', 'Free wired internet in the business center', 'Internet', 'Breakfast available', 'Breakfast buffet', 'Kid-friendly buffet', 'Vending machine', 'Hiking', 'Water park', 'Billiards', 'Board games / puzzles', ""Children's playground"", 'Highchairs available', 'Business Center with Internet Access', 'Fax / photocopying', 'Photo copier / fax In business center', 'Adults only', '24-hour security', 'Concierge', 'Newspaper', 'ATM on site', '24-hour check-in', '24-hour front desk', 'Express check-in / check-out', 'Laundry service']"
697,Midtown Stay - Condominium Reviews (New York City) - Tripadvisor,0,2.0,,,,,1,"299 W 53rd St, New York City, NY 10019-5805",[]
698,Times Square Highline Two Bedroom - Prices & Lodging Reviews (New York City) - Tripadvisor,0,0,,,,,0,"44th Street @ 10th Avenue, New York City, NY 10036",[]
699,Bryant Park Studio Apartment Times Square South - Prices & Specialty Inn Reviews (New York City) - Tripadvisor,0,0,,,,,0,Not Found,[]
700,Studios In Nyc - Prices & Lodging Reviews (New York City) - Tripadvisor,0,0,,,,,0,Not Found,[]
701,Harlem Bed And Breakfast - Prices & B&B Reviews (New York City) - Tripadvisor,0,3.5,4,4,4,4,78,"54 W 120th St, New York City, NY 10027-6308","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet', 'Free breakfast', 'Laundry service']"
702,Time Square Apartments - Updated 2020 Condominium Reviews (New York City) - Tripadvisor,0,3.5,4,3.5,3.5,3.5,32,"416 W 46th St, New York City, NY 10036-3515",[]
703,Nyc Summer Dorms Queens - Hostel Reviews (New York City) - Tripadvisor,0,0,,,,,0,"2240 90th St, New York City, NY 11369-1771",[]
704,The Quiet Inn On Central Park - Prices & Hostel Reviews (New York City) - Tripadvisor,0,0,,,,,0,"West 74th Street, Columbus and Central Park West, New York City, NY 10023","['Free parking', 'Street parking', 'Free High Speed Internet (WiFi)', 'Pets Allowed ( Dog / Pet Friendly )', 'Baggage storage', 'Concierge', 'Private check-in / check-out', 'Laundry service']"
705,Oakwood Ocean At 1 West Street - Prices & Hotel Reviews (New York City) - Tripadvisor,0,0,,,,,0,"1 West St, New York City, NY 10004-1021","['Fitness Center with Gym / Workout Room', 'Pool', 'Non-smoking hotel']"
706,The Western Corner Hostel - Reviews (New York City) - Tripadvisor,0,0,,,,,0,"188 Claremont Ave, New York City, NY 10027-4025",[]
707,The Pina - A Private Residence Hotel - Reviews (New York City) - Tripadvisor,0,1.0,1,1,1,,4,"Beaver Street and Hanover Street, New York City, NY 10005",[]
708,Central Park Inn - Prices & Hostel Reviews (New York City) - Tripadvisor,0,3.5,4,3.5,3.5,4,162,"19 W 103rd St Near Central Park West, New York City, NY 10025-4657",[]
709,The Gracie Inn - Prices & B&B Reviews (New York City) - Tripadvisor,0,3.0,4,3,3,3,184,"502 E 81st St, New York City, NY 10028-7004","['Free High Speed Internet (WiFi)', 'Hot tub', 'Free breakfast', 'Business Center with Internet Access', 'Concierge', 'Non-smoking hotel', 'Dry cleaning', 'Laundry service', 'Free internet', 'Wifi', 'Internet']"
710,The Milburn Hotel - Prices & Reviews (New York City) - Tripadvisor,0,4.0,4.5,4,4,4.5,1195,"242 W 76th St, New York City, NY 10023-8232","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Business Center with Internet Access', 'Fax / photocopying', 'Baggage storage', 'Newspaper', '24-hour front desk', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Non-smoking hotel', 'Laundry service']"
711,Hotel Riverside Studios - Prices & Reviews (New York City) - Tripadvisor,0,2.0,3.5,2,2,2.5,295,"342 W 71st St, New York City, NY 10023-3550",['Shuttle bus service']
712,Tba Times Square - Prices & Specialty Hotel Reviews (New York City) - Tripadvisor,0,0,,,,,0,"340 W 40th St, New York City, NY 10018-1404","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet', 'Fitness Center with Gym / Workout Room', 'Free breakfast', 'Pets Allowed ( Dog / Pet Friendly )', 'Business Center with Internet Access']"
713,180 Water - Condominium Reviews (New York City) - Tripadvisor,0,5.0,,,,,1,"180 Water St, New York City, NY 10038-3562",[]
714,Imperial Court Hotel - Prices & Specialty Hotel Reviews (New York City) - Tripadvisor,0,3.0,4,3,3,3,504,"307 W 79th St, New York City, NY 10024-6150",['Non-smoking hotel']
715,Oxbridge Midtown East Apartments - Hotel Reviews (New York City) - Tripadvisor,0,3.5,4.5,3.5,3,4.5,11,"210 E 47th St, New York City, NY 10017-2108","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Paid internet', 'Internet', 'Concierge', 'Non-smoking hotel', 'Laundry service']"
716,Hotel Park 79 - Reviews (New York City) - Tripadvisor,0,3.5,5,3,3.5,,6,"117 W 79th St, New York City, NY 10024-6401","['Parking', 'Free High Speed Internet (WiFi)', 'Vending machine', '24-hour security', 'Baggage storage', '24-hour check-in', '24-hour front desk', 'Laundry service', 'Wifi', 'Concierge', 'ATM on site']"
717,Oakwood At 6Th Avenue - Prices & Hotel Reviews (New York City) - Tripadvisor,0,4.5,5,4.5,4.5,4.5,60,"888 Sixth Avenue, New York City, NY 10001-3502","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Fitness Center with Gym / Workout Room', 'Pets Allowed ( Dog / Pet Friendly )', 'Concierge', 'Non-smoking hotel', 'Self-serve laundry', 'Internet']"
718,Francesco Times Square Apartment - Lodging Reviews (New York City) - Tripadvisor,0,0,,,,,0,"408 W 36th St, New York City, NY 10018-6304",[]
719,Central Harlem - Private And Shared Rooms In Shared Apartment - Prices & Hostel Reviews (New York City) - Tripadvisor,0,0,,,,,0,"100 W 143rd St, New York City, NY 10030-3511",[]
720,Safehouse Suites - Hotel Reviews (New York City) - Tripadvisor,0,0,,,,,0,"1600 Broadway, New York City, NY 10019-7413",[]
721,Jumel Terrace Bed And Breakfast - Prices & B&B Reviews (New York City) - Tripadvisor,0,5.0,4.5,4.5,5,5,8,"426 W 160th St, New York City, NY 10032-5304","['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast available', 'Conference facilities', 'Banquet room', 'BBQ facilities', 'Baggage storage', 'Dry cleaning', 'Parking', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Meeting rooms', 'Executive lounge access', 'Non-smoking hotel', 'Laundry service', 'Self-serve laundry']"
722,Ny Away - Luxury Apartments In The Financial District - Prices & Lodging Reviews (New York City) - Tripadvisor,0,0,,,,,0,"10 Hanover Square, Wall Street, New York City, NY 10005-3510",[]
723,Oakwood At Longacre House - Hotel Reviews (New York City) - Tripadvisor,0,3.0,5,4,4,1,1,"305 W 50th St, New York City, NY 10019-8400","['Free High Speed Internet (WiFi)', 'Free internet', 'Fitness Center with Gym / Workout Room', 'Concierge', 'Non-smoking hotel', 'Dry cleaning', 'Laundry service', 'Self-serve laundry', 'Wifi', 'Internet']"
724,Oakwood At 777 6Th Avenue - Hotel Reviews (New York City) - Tripadvisor,0,5.0,5,4,4.5,4.5,4,"777 Avenue of the Americas, New York City, NY 10001-6318","['Fitness Center with Gym / Workout Room', 'Restaurant', 'Concierge', 'Laundry service']"
725,The Court - A St Giles Hotel - Reviews (New York City) - Tripadvisor,0,3.0,1,,,,2,"130 E 39th St, New York City, NY 10016-0906",[]
726,59Th Street Bridge Suites - Condominium Reviews (New York City) - Tripadvisor,0,4.5,4,5,4,5,6,"351 E 60th St, New York City, NY 10022-1599",[]
727,The Lodging New York - Prices & Reviews (New York City) - Tripadvisor,0,0,,,,,0,"West 52nd St, New York City, NY 10019",[]
728,Home Nyc - Prices & Specialty Inn Reviews (New York City) - Tripadvisor,0,0,,,,,0,"105 W 118th St, New York City, NY 10026-1842",[]
729,Metro Apartments - Condominium Reviews (New York City) - Tripadvisor,0,3.5,4,3.5,3.5,4,380,"440 W 41st St, New York City, NY 10036-6815","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet', 'Concierge', 'Non-smoking hotel', 'Laundry service', 'Self-serve laundry']"
